centroid_75,nlength,Description,Preferred_name,6_gene_present,9_gene_present,eggnog_og,gene_clust,amr_hit,cog_category,6_clust_frac,9_clust_frac
GUT_GENOME000026_02228,708.573231692077,multi-organism cellular process,yiaF,True,True,"2ZAGZ@2|Bacteria,28M2J@1|root,1RNW1@1236|Gammaproteobacteria,1QD1H@1224|Proteobacteria,3XMJB@561|Escherichia",,,,,
GUT_GENOME000026_02270,281.94728560188827,,,True,True,,,,,,
GUT_GENOME000026_02272,1132.0592480060768,"Part of the tripartite efflux system MdtEF-TolC, which confers resistance to",mdtE,True,True,"1MU78@1224|Proteobacteria,COG0845@1|root,3XPI0@561|Escherichia,1SJRC@1236|Gammaproteobacteria,COG0845@2|Bacteria",,,"M,V",,
GUT_GENOME000026_02273,293.7760540970565,,,True,True,,,,,,
GUT_GENOME000026_02282,492.7746999076639,Haem utilisation ChuX/HutX,hutX,True,True,"1RJ4R@1224|Proteobacteria,COG3721@2|Bacteria,COG3721@1|root,1S43K@1236|Gammaproteobacteria,3XQEY@561|Escherichia",1022.0,,P,1.0,0.7619047619047619
GUT_GENOME000026_02283,1296.6069575831552,coproporphyrinogen III oxidase,hutW,True,True,"1RPGS@1236|Gammaproteobacteria,1NTDN@1224|Proteobacteria,3XQ85@561|Escherichia,COG0635@1|root,COG0635@2|Bacteria",1022.0,,H,1.0,0.7619047619047619
GUT_GENOME000026_02286,988.0919963201472,Haem utilisation ChuX/HutX,hmuS,True,True,"1MW28@1224|Proteobacteria,1RP3D@1236|Gammaproteobacteria,3XNEG@561|Escherichia,COG3720@1|root,COG3720@2|Bacteria",1023.0,,P,1.0,1.0
GUT_GENOME000026_02306,269.97720911635344,PTS HPr component phosphorylation site,,True,True,"COG1925@2|Bacteria,COG1925@1|root",911.0,,"G,T",1.0,1.0
GUT_GENOME000026_02307,1457.6321202531649,"FGGY family of carbohydrate kinases, N-terminal domain",,True,True,"1MW06@1224|Proteobacteria,COG1070@1|root,COG1070@2|Bacteria,1RRBK@1236|Gammaproteobacteria,3XQTV@561|Escherichia",911.0,,G,1.0,1.0
GUT_GENOME000026_02311,742.0589651022864,UTRA domain,,True,True,"COG2188@1|root,COG2188@2|Bacteria,1RQDC@1236|Gammaproteobacteria,1R5W1@1224|Proteobacteria",911.0,,K,1.0,1.0
GUT_GENOME000026_02314,801.0175644028103,Part of the ABC transporter complex NikABCDE involved in nickel import. Responsible for energy coupling to the transport system,nikE,True,True,"1R3X1@1224|Proteobacteria,1RMIC@1236|Gammaproteobacteria,COG1124@1|root,COG1124@2|Bacteria,3XM78@561|Escherichia",,,"E,P",,
GUT_GENOME000026_02315,755.3049397121742,Part of the ABC transporter complex NikABCDE involved in nickel import. Responsible for energy coupling to the transport system,nikD,True,True,"1R4F4@1224|Proteobacteria,COG0444@1|root,1RZNK@1236|Gammaproteobacteria,COG0444@2|Bacteria,3XPEJ@561|Escherichia",,,"E,P",,
GUT_GENOME000026_02317,936.3175737108716,Nickel transport system permease protein NikB,nikB,True,True,"COG0601@1|root,COG0601@2|Bacteria,3XMHP@561|Escherichia,1MU8Z@1224|Proteobacteria,1RP7R@1236|Gammaproteobacteria",,,"E,P",,
GUT_GENOME000026_02318,1553.9150729743333,periplasmic,nikA,True,True,"COG0747@1|root,COG0747@2|Bacteria,1P1HT@1224|Proteobacteria,1RQ7Z@1236|Gammaproteobacteria,3XPAH@561|Escherichia",,,E,,
GUT_GENOME000026_02385,573.807937899086,"Involved in iron-sulfur cluster biogenesis. Binds a 4Fe- 4S cluster, can transfer this cluster to apoproteins, and thereby intervenes in the maturation of Fe S proteins. Could also act as a scaffold chaperone for damaged Fe S proteins",nfuA,True,True,"COG0694@2|Bacteria,COG0694@1|root,1MU8Y@1224|Proteobacteria,COG0316@1|root,COG0316@2|Bacteria,1RN7J@1236|Gammaproteobacteria,3XNB4@561|Escherichia",,,O,,
GUT_GENOME000026_02431,598.1721780208851,adenylyltransferase that mediates the addition of adenosine 5'-monophosphate (AMP) to specific residues of target proteins (By similarity). Involved in cell filamentation induced by cyclic AMP. May have some role in cell division,fic,True,True,"1R72A@1224|Proteobacteria,1RYM7@1236|Gammaproteobacteria,3XM4Y@561|Escherichia,COG2184@1|root,COG2184@2|Bacteria",,,"D,T",,
GUT_GENOME000026_02432,562.3953401445302,"Part of a heterodimeric complex that catalyzes the two- step biosynthesis of 4-amino-4-deoxychorismate (ADC), a precursor of p-aminobenzoate (PABA) and tetrahydrofolate. In the first step, a glutamine amidotransferase (PabA) generates ammonia as a substrate that, along with chorismate, is used in the second step, catalyzed by aminodeoxychorismate synthase (PabB) to produce ADC. PabA converts glutamine into glutamate only in the presence of stoichiometric amounts of PabB",pabA,True,True,"1RMQW@1236|Gammaproteobacteria,1MV5Y@1224|Proteobacteria,COG0512@2|Bacteria,COG0512@1|root,3XN45@561|Escherichia",,,"E,H",,
GUT_GENOME000026_02450,287.9934707463833,Part of a sulfur-relay system required for 2-thiolation of 5-methylaminomethyl-2-thiouridine (mnm(5)s(2)U) at tRNA wobble positions,tusB,True,True,"COG2168@2|Bacteria,COG2168@1|root,1SGPI@1236|Gammaproteobacteria,1NGF3@1224|Proteobacteria",,,"J,P",,
GUT_GENOME000026_02453,2080.0479838709675,"Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post- translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome",fusA,True,True,"COG0480@2|Bacteria,COG0480@1|root,1MUCV@1224|Proteobacteria,1RNSZ@1236|Gammaproteobacteria,3XMEB@561|Escherichia",,,J,,
GUT_GENOME000026_02539,715.5896799801538,Catalyzes the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA,trmB,True,True,"COG0220@2|Bacteria,COG0220@1|root,1MUWJ@1224|Proteobacteria,1RMFG@1236|Gammaproteobacteria,3XMUZ@561|Escherichia",,,J,,
GUT_GENOME000026_02540,326.8554711813768,Protein with unknown function (DUF469),yggL,True,True,"COG3171@1|root,1S6UT@1236|Gammaproteobacteria,COG3171@2|Bacteria,1RH3U@1224|Proteobacteria,3XPPI@561|Escherichia",,,,,
GUT_GENOME000026_02554,703.4470457079153,deoxyribonuclease I activity,endA,True,True,"COG2356@2|Bacteria,1MXQM@1224|Proteobacteria,1RPX9@1236|Gammaproteobacteria,COG2356@1|root,3XN9S@561|Escherichia",,,L,,
GUT_GENOME000026_02558,251.98356600106027,Protein of unknown function (DUF2684),yqgD,True,True,"2C4JF@1|root,1SU2F@1236|Gammaproteobacteria,1PBF5@1224|Proteobacteria,2ZP5F@2|Bacteria",,,,,
GUT_GENOME000026_02577,1154.9729187562689,Belongs to the phosphoglycerate kinase family,pgk,True,True,"1MUNU@1224|Proteobacteria,1RMUQ@1236|Gammaproteobacteria,COG0126@2|Bacteria,COG0126@1|root,3XN0J@561|Escherichia",,,"F,G",,
GUT_GENOME000026_02581,738.6451572641039,cellular response to heat,yggE,True,True,"3XNCG@561|Escherichia,1RP7T@1236|Gammaproteobacteria,1RH7T@1224|Proteobacteria,COG2968@2|Bacteria,COG2968@1|root",,,,,
GUT_GENOME000026_02587,1206.501975796493,"Catalyzes the reversible oxidation of 3-phospho-D- glycerate to 3-phosphonooxypyruvate, the first step of the phosphorylated L-serine biosynthesis pathway. Also catalyzes the reversible oxidation of 2-hydroxyglutarate to 2-oxoglutarate",serA,True,True,"COG0111@2|Bacteria,COG0111@1|root,3XNAF@561|Escherichia,1RPEY@1236|Gammaproteobacteria,1MU5Z@1224|Proteobacteria",,,"E,H",,
GUT_GENOME000026_02606,1675.3925729442972,single-stranded-DNA-specific exonuclease RecJ,recJ,True,True,"1RMF4@1236|Gammaproteobacteria,COG0608@2|Bacteria,1MU1M@1224|Proteobacteria,COG0608@1|root,3XP91@561|Escherichia",,,L,,
GUT_GENOME000026_02624,919.7839572192512,Belongs to the carbamate kinase family,yqeA,False,True,"1RP78@1236|Gammaproteobacteria,1MWXC@1224|Proteobacteria,3XN33@561|Escherichia,COG0549@2|Bacteria,COG0549@1|root",,,E,,
GUT_GENOME000026_02668,530.3431201791491,"Accelerates the degradation of transcripts by removing pyrophosphate from the 5'-end of triphosphorylated RNA, leading to a more labile monophosphorylated state that can stimulate subsequent ribonuclease cleavage",nudH,True,True,"COG0494@1|root,COG0494@2|Bacteria,1S3PQ@1236|Gammaproteobacteria,1RDGJ@1224|Proteobacteria,3XN4C@561|Escherichia",,,"L,V",,
GUT_GENOME000026_02686,938.9704142011834,"S-adenosyl-L-homocysteine hydrolase, NAD binding domain",,True,False,"1S6T2@1236|Gammaproteobacteria,COG0111@1|root,COG0111@2|Bacteria,1R7F9@1224|Proteobacteria,3XRH3@561|Escherichia",942.0,,"E,H",1.0,0.5
GUT_GENOME000026_02730,329.94630116410065,single-species biofilm formation,yqcC,True,True,"COG3098@2|Bacteria,COG3098@1|root,3XPR2@561|Escherichia,1SCXJ@1236|Gammaproteobacteria,1N7AG@1224|Proteobacteria",,,,,
GUT_GENOME000026_02735,1304.378287002254,Catalyzes the dehydration of glucarate to 5-keto-4- deoxy-D-glucarate (5-kdGluc). Also acts on L-idarate,gudD,True,True,"COG4948@1|root,COG4948@2|Bacteria,1RNE2@1236|Gammaproteobacteria,1NAKW@1224|Proteobacteria,3XPFN@561|Escherichia",,,"M,R",,
GUT_GENOME000026_02771,602.7044499381954,Catalyzes the synthesis of activated sulfate,cysC,True,True,"1RNWT@1236|Gammaproteobacteria,1MX0D@1224|Proteobacteria,COG0529@2|Bacteria,COG0529@1|root,3XPBT@561|Escherichia",,,"F,P",,
GUT_GENOME000026_02799,461.36875231395777,Regulatory protein for the formate hydrogenlyase system. Could act by directly interacting with FhlA or by preventing the binding of FhlA to the upstream activatory sequence,hycA,True,True,"3XNMX@561|Escherichia,305VH@2|Bacteria,2C05Z@1|root,1RD07@1224|Proteobacteria,1S49S@1236|Gammaproteobacteria",,,K,,
GUT_GENOME000026_02842,528.8583632536833,Negative regulator of the multidrug operon emrAB,mprA,True,True,"COG1846@1|root,COG1846@2|Bacteria,1NWZ4@1224|Proteobacteria,1RPCJ@1236|Gammaproteobacteria,3XP69@561|Escherichia",,,K,,
GUT_GENOME000026_02856,403.8076077112175,Hha and Cnu (YdgT) increases the number of genes DNA bound by H-NS StpA and may also modulate the oligomerization of the H-NS StpA-complex. Repression can be inhibited by dominant-negative mutants of StpA or H-NS,stpA,True,True,"COG2916@1|root,COG2916@2|Bacteria,3XPN4@561|Escherichia,1S6P8@1236|Gammaproteobacteria,1RE55@1224|Proteobacteria",,,K,,
GUT_GENOME000026_02896,716.5450212765958,Required for the biogenesis of type 1 fimbriae. Binds and interact with FimH,fimC,True,True,"1RS56@1236|Gammaproteobacteria,1R3T9@1224|Proteobacteria,COG3121@2|Bacteria,COG3121@1|root,3XNMT@561|Escherichia",288.0,,"N,U,W",1.0,1.0
GUT_GENOME000026_02922,1148.6807331628304,Catalyzes the hydrolytic cleavage of a subset of L- isoaspartyl (L-beta-aspartyl) dipeptides. Used to degrade proteins damaged by L-isoaspartyl residues formation,iadA,True,True,"1QUJ0@1224|Proteobacteria,1T26K@1236|Gammaproteobacteria,COG1820@2|Bacteria,COG1820@1|root,3XP62@561|Escherichia",,,"E,G",,
GUT_GENOME000026_02923,460.974182444062,Nucleoside recognition,yjiG,True,True,"COG0700@2|Bacteria,COG0700@1|root,1T006@1236|Gammaproteobacteria,1R4W8@1224|Proteobacteria,3XQ0K@561|Escherichia",,,,,
GUT_GENOME000026_02955,734.382429581834,"This protein is required for chromosomal replication. It forms, in concert with DnaB protein and other prepriming proteins DnaT, N, N', N'' a prepriming protein complex on the specific site of the template DNA recognized by protein N'",dnaC,True,True,"1MZNW@1224|Proteobacteria,COG1484@1|root,1RQFW@1236|Gammaproteobacteria,COG1484@2|Bacteria,3XMDA@561|Escherichia",,,L,,
GUT_GENOME000026_02998,461.4278199883109,Involved in allosteric regulation of aspartate carbamoyltransferase,pyrI,True,False,"1S2BM@1236|Gammaproteobacteria,1RB7J@1224|Proteobacteria,COG1781@1|root,COG1781@2|Bacteria,3XNQ2@561|Escherichia",,,F,,
GUT_GENOME000026_03022,206.999251029834,Protein of unknown function (DUF1107),ytfK,True,True,"2CTIP@1|root,32STK@2|Bacteria,1MZ8V@1224|Proteobacteria,1S908@1236|Gammaproteobacteria,3XQ29@561|Escherichia",,,,,
GUT_GENOME000026_03086,970.5923306031274,"With EpmB is involved in the beta-lysylation step of the post-translational modification of translation elongation factor P (EF-P) on 'Lys-34'. Catalyzes the ATP-dependent activation of (R)- beta-lysine produced by EpmB, forming a lysyl-adenylate, from which the beta-lysyl moiety is then transferred to the epsilon- amino group of EF-P 'Lys-34'",epmA,True,True,"3XP5E@561|Escherichia,COG2269@2|Bacteria,COG2269@1|root,1MU97@1224|Proteobacteria,1RMR9@1236|Gammaproteobacteria",,,J,,
GUT_GENOME000026_03095,564.0163386557742,"Involved in peptide bond synthesis. Alleviates ribosome stalling that occurs when 3 or more consecutive Pro residues or the sequence PPG is present in a protein, possibly by augmenting the peptidyl transferase activity of the ribosome",efp,True,True,"COG0231@2|Bacteria,COG0231@1|root,1RPW7@1236|Gammaproteobacteria,1MW2J@1224|Proteobacteria,3XN9A@561|Escherichia",,,J,,
GUT_GENOME000026_03100,293.9658621983244,Binds to Cpn60 in the presence of Mg-ATP and suppresses the ATPase activity of the latter,groS,True,True,"COG0234@1|root,1S8YR@1236|Gammaproteobacteria,1MZ2X@1224|Proteobacteria,COG0234@2|Bacteria,3XPUM@561|Escherichia",1970.0,,O,1.0,1.0
GUT_GENOME000026_03102,474.3602429457168,Suppressor of F exclusion of phage T7,fxsA,True,True,"COG3030@1|root,COG3030@2|Bacteria,1MZJJ@1224|Proteobacteria,1S8XU@1236|Gammaproteobacteria,3XPKI@561|Escherichia",,,R,,
GUT_GENOME000026_03216,983.3151287692508,Phosphonate ABC transporter,phnD,True,True,"COG3221@2|Bacteria,COG3221@1|root,1RR46@1236|Gammaproteobacteria,1MXD8@1224|Proteobacteria",,,P,,
GUT_GENOME000026_03258,221.97988676996425,Protein involved in biological_process,yhdV,True,True,"1S8YI@1236|Gammaproteobacteria,2CDN7@1|root,32RY2@2|Bacteria,1N0QR@1224|Proteobacteria,3WYRQ@544|Citrobacter",,,,,
GUT_GENOME000026_03273,863.1409495548961,Periplasmic binding protein domain,,True,False,"COG1879@2|Bacteria,COG1879@1|root,3XRFX@561|Escherichia,1RP6T@1236|Gammaproteobacteria,1NRXG@1224|Proteobacteria",941.0,,G,0.9428571428571428,0.02857142857142857
GUT_GENOME000026_03274,1463.1762711864408,Part of the ABC transporter complex RbsABC involved in ribose import. Responsible for energy coupling to the transport system,,True,False,"3XN9K@561|Escherichia,1RMCH@1236|Gammaproteobacteria,COG1129@2|Bacteria,COG1129@1|root,1MU22@1224|Proteobacteria",941.0,,"G,P",0.9428571428571428,0.02857142857142857
GUT_GENOME000026_03277,988.6745919091554,Thioredoxin,IV02_08475,True,False,"COG2017@1|root,COG2017@2|Bacteria,1MVUY@1224|Proteobacteria,1RQ29@1236|Gammaproteobacteria,3XR9C@561|Escherichia",941.0,,G,0.9428571428571428,0.02857142857142857
GUT_GENOME000026_03327,565.868151113335,Involved in the biosynthesis of lipopolysaccharides (LPSs). Catalyzes the hydrolysis of 3-deoxy-D-manno-octulosonate 8-phosphate (KDO 8-P) to 3-deoxy-D-manno-octulosonate (KDO) and inorganic phosphate,kdsC,True,True,"COG1778@2|Bacteria,COG1778@1|root,1RH85@1224|Proteobacteria,1S6D0@1236|Gammaproteobacteria,3XMZT@561|Escherichia",,,"F,M,R",,
GUT_GENOME000026_03329,971.468335419274,calcium:cation antiporter activity,yrbG,True,True,"COG0530@1|root,COG0530@2|Bacteria,1RMRD@1236|Gammaproteobacteria,1MU3R@1224|Proteobacteria,3XMSD@561|Escherichia",,,P,,
GUT_GENOME000026_03334,293.94922266800404,Part of the ABC transporter complex MlaFEDB that actively prevents phospholipid accumulation at the cell surface. Probably maintains lipid asymmetry in the outer membrane by retrograde trafficking of phospholipids from the outer membrane to the inner membrane,mlaB,True,True,"COG3113@2|Bacteria,1NGIE@1224|Proteobacteria,1SD2Q@1236|Gammaproteobacteria,COG3113@1|root",,,M,,
GUT_GENOME000026_03344,475.9542705971277,"Necessary for efficient RNA polymerase transcription elongation past template-encoded arresting sites. The arresting sites in DNA have the property of trapping a certain fraction of elongating RNA polymerases that pass through, resulting in locked ternary complexes. Cleavage of the nascent transcript by cleavage factors such as GreA or GreB allows the resumption of elongation from the new 3'terminus. GreA releases sequences of 2 to 3 nucleotides",greA,True,True,"1S3UP@1236|Gammaproteobacteria,COG0782@1|root,COG0782@2|Bacteria,1RCXW@1224|Proteobacteria,3XMI4@561|Escherichia",,,K,,
GUT_GENOME000026_03348,844.8350881644044,"Catalyzes the condensation of para-aminobenzoate (pABA) with 6-hydroxymethyl-7,8-dihydropterin diphosphate (DHPt-PP) to form 7,8-dihydropteroate (H2Pte), the immediate precursor of folate derivatives",folP,True,True,"1MUIR@1224|Proteobacteria,1RM8G@1236|Gammaproteobacteria,COG0294@1|root,COG0294@2|Bacteria,3XM3V@561|Escherichia",,,H,,
GUT_GENOME000026_03350,332.64629981024666,Preprotein translocase band 1 subunit,secG,True,True,"COG1314@1|root,COG1314@2|Bacteria,1SD3P@1236|Gammaproteobacteria,1N8MF@1224|Proteobacteria,3XPS3@561|Escherichia",,,U,,
GUT_GENOME000026_03376,588.6893438453714,Required for the timely initiation of chromosomal replication via direct interactions with the DnaA initiator protein,diaA,True,True,"COG0279@2|Bacteria,COG0279@1|root,3XMII@561|Escherichia,1RS1Y@1236|Gammaproteobacteria,1NJ8X@1224|Proteobacteria",,,"G,J",,
GUT_GENOME000026_03468,651.7894938161418,"Catalyzes the conversion of D-ribulose 5-phosphate to formate and 3,4-dihydroxy-2-butanone 4-phosphate",ribB,True,True,"1MU8P@1224|Proteobacteria,1RQ49@1236|Gammaproteobacteria,3XMEU@561|Escherichia,COG0108@1|root,COG0108@2|Bacteria",,,H,,
GUT_GENOME000026_03477,662.0887553041018,Involved in disulfide-bond formation. Acts by transferring its disulfide bond to other proteins. Part of a redox system composed of DsbI and DsbL that mediates formation of an essential disulfide bond in AssT,dsbL,True,True,"COG2761@2|Bacteria,COG2761@1|root,3XPB0@561|Escherichia,1PXR7@1224|Proteobacteria,1RQXE@1236|Gammaproteobacteria",939.0,,"O,Q",1.0,1.0
GUT_GENOME000026_03478,1685.0305810397554,Catalyzes the transfer of sulfuryl groups between phenolic compounds,assT,True,True,"3XPFJ@561|Escherichia,2ZAQ1@2|Bacteria,28MBK@1|root,1R5CV@1224|Proteobacteria,1RQPD@1236|Gammaproteobacteria",939.0,,M,1.0,1.0
GUT_GENOME000026_03483,422.8870386479433,Protein of unknown function (DUF1249),yqiB,True,True,"1RA4E@1224|Proteobacteria,1S55I@1236|Gammaproteobacteria,COG3151@2|Bacteria,COG3151@1|root,3XN24@561|Escherichia",,,,,
GUT_GENOME000026_03487,2059.7568287808126,Receptor,,True,False,"1RNBT@1236|Gammaproteobacteria,1QTT0@1224|Proteobacteria,COG4773@1|root,COG4773@2|Bacteria",1025.0,,P,1.0,0.0
GUT_GENOME000026_03491,928.5992720052946,Periplasmic binding protein,,True,False,"COG0614@2|Bacteria,1RNUD@1236|Gammaproteobacteria,COG0614@1|root,1P7NU@1224|Proteobacteria,3XQUH@561|Escherichia",1025.0,,P,1.0,0.0
GUT_GENOME000026_03499,657.9036233670199,Member of a two-component regulatory system QseB QseC. Activates the flagella regulon by activating transcription of FlhDC. Currently it is not known whether this effect is direct or not,qseB,True,True,"3XP78@561|Escherichia,1RQQ3@1236|Gammaproteobacteria,1N0YI@1224|Proteobacteria,COG0745@2|Bacteria,COG0745@1|root",,,"K,T",,
GUT_GENOME000026_03508,962.5143468950748,"Bacterial extracellular solute-binding protein, family 7",yiaO,True,False,"COG1638@1|root,1RPNJ@1236|Gammaproteobacteria,1MVHC@1224|Proteobacteria,3XPXK@561|Escherichia,COG1638@2|Bacteria",941.0,,G,0.9428571428571428,0.02857142857142857
GUT_GENOME000026_03509,992.6864516129032,Malate/L-lactate dehydrogenase,allD,True,False,"1MWQY@1224|Proteobacteria,3XQR6@561|Escherichia,1RSKW@1236|Gammaproteobacteria,COG2055@2|Bacteria,COG2055@1|root",941.0,,C,0.9428571428571428,0.02857142857142857
GUT_GENOME000026_03510,1006.1330415754924,Alcohol dehydrogenase GroES domain protein,,True,False,"COG1063@2|Bacteria,COG1063@1|root,1MWX0@1224|Proteobacteria,1RR1W@1236|Gammaproteobacteria,3XQRE@561|Escherichia",941.0,,"E,R",0.9428571428571428,0.02857142857142857
GUT_GENOME000026_03531,1662.585018270402,Belongs to the NiFe NiFeSe hydrogenase large subunit family,hybC,True,True,"3XNXZ@561|Escherichia,COG0374@2|Bacteria,COG0374@1|root,1RMC3@1236|Gammaproteobacteria,1MWFJ@1224|Proteobacteria",,,C,,
GUT_GENOME000026_03543,811.3252757949383,,JD73_00845,False,True,"2Z7UR@2|Bacteria,1MW3E@1224|Proteobacteria,28HJM@1|root,3XMHB@561|Escherichia,1RPJ1@1236|Gammaproteobacteria",129.0,,,0.6153846153846154,1.0
GUT_GENOME000026_03583,732.0653170359053,Cytidylyltransferase,,True,False,"1SYRY@1236|Gammaproteobacteria,COG1212@1|root,COG1212@2|Bacteria,1MUUU@1224|Proteobacteria,3XQNI@561|Escherichia",1039.0,,M,1.0,0.14285714285714285
